,album_name,track_name,artist,featuring,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,explicit,key_name,mode_name,key_mode,lyric,negative_emotion,positive_emotion,friends,children,speaking,optimism,family,love,pain,violence,hate
175,Lover,The Man,Taylor Swift,,0.777,0.658,0,-5.191,1,0.054,0.0767,0.0,0.0901,0.633,110.048,4,190360,False,C,major,C major,"[""i would be complex i would be cool they'd say i played the field before i found someone to commit to and that would be okay for me to do every conquest i had made would make me more of a boss to you  pre id be a fearless leader i'd be an alpha type when everyone believes ya what's that like   im so sick of running as fast as i can wondering if i'd get there quicker if i was a man and i'm so sick of them coming at me again 'cause if i was a man then i'd be the man i'd be the man i'd be the man   they'd say i hustled put in the work they wouldnt shake their heads and question how much of this i deserve what i was wearing if i was rude could all be separated from my good ideas and power moves  pre and they would toast to me oh let the players play id be just like leo in sainttropez   i'm so sick of running as fast as i can wondering if id get there quicker if i was a man and i'm so sick of them coming at me again 'cause if i was a man then i'd be the man id be the man i'd be the man   what's it like to brag about raking in dollars and getting bitches and models and it's all good if you're bad and it's okay if you're mad if i was out flashing my dollars i'd be a bitch not a baller they'd paint me out to be bad so it's okay that i'm mad   i'm so sick of running as fast as i can wondering if i'd get there quicker if i was a man you know that and i'm so sick of them coming at me again coming at me again 'cause if i was a man if i was a man then i'd be the man then i'd be the man i'm so sick of running as fast as i can as fast as i can wondering if i'd get there quicker if i was a man hey and i'm so sick of them coming at me again coming at me again 'cause if i was a man if i was a man then i'd be the man i'd be the man i'd be the man oh i'd be the man yeah i'd be the man i'd be the man   if i was a man then i'd be the man""]",12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,4.0,5.0
176,Lover,The Archer,Taylor Swift,,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,4,211240,False,C,major,C major,"[""combat i'm ready for combat i say i don't want that but what if i do 'cause cruelty wins in the movies i've got a hundred thrownout speeches i almost said to you  pre easy they come easy they go i jump from the train i ride off alone i never grew up it's getting so old help me hold on to you   i've been the archer i've been the prey who could ever leave me darling but who could stay   dark side i search for your dark side but what if i'm alright right right right here and i cut off my nose just to spite my face then i hate my reflection for years and years  pre i wake in the night i pace like a ghost the room is on fire invisible smoke and all of my heroes die all alone help me hold on to you   i've been the archer i've been the prey screaming who could ever leave me darling but who could stay i see right through me i see right through me   'cause they see right through me they see right through me they see right through can you see right through me they see right through they see right through me i see right through me i see right through me  pre all the king's horses all the king's men couldn't put me together again 'cause all of my enemies started out friends help me hold on to you   i've been the archer i've been the prey who could ever leave me darling but who could stay i see right through me i see right through me who could stay who could stay who could stay you could stay you could stay   combat i'm ready for combat""]",4.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,2.0
177,Lover,I Think He Knows,Taylor Swift,,0.897,0.366,0,-8.029,1,0.0569,0.00889,0.000353,0.0715,0.416,100.003,4,173387,False,C,major,C major,"[""i think he knows his footprints on the sidewalk lead to where i can't stop go there every\u2005night i\u2005think he knows his\u2005hands around a cold glass make me\u2005wanna know that body like it's mine  pre he got that boyish look that i like in a man i am an architect i'm drawing up the plans it's like i'm 7 nobody understands no one understands   he got my heartbeat skipping down 6th avenue i got that ah i mean wanna see what's under that attitude like i want you bless my soul and i ain't gotta tell him i think he knows i think he knows   i think he knows when we get all alone i'll make myself at home and he'll want me to stay i think he knows he'd better lock it down or i won't stick around 'cause good ones never wait ha  pre he got that boyish look that i like in a man i am an architect i'm drawing up the plans he's so obsessed with me and boy i understand boy i understand   he got my heartbeat heartbeat skipping down 6th avenue i got that ah i mean i mean wanna see what's under that attitude like i want you bless my soul and i ain't gotta tell him i think he knows i think he knows  post i want you bless my i want you bless my i want you bless my i want you bless my soul   lyrical smile indigo eyes hand on my thigh we could follow the sparks i'll drive lyrical smile indigo eyes hand on my thigh we could follow the sparks i'll drive so where we gonna go i whisper in the dark where we gonna go i think he knows   he got my heartbeat heartbeat skipping down 6th avenue baby i got that ah i mean i mean wanna see what's under that attitude like yeah i want you bless my soul and i ain't gotta tell him i think he knows i think he knows  post i want you bless my i want you bless my i want you bless my oh baby i want you bless my soul he got my heartbeat i want you bless my skipping down 6th avenue baby i want you bless my i want you bless my soul and i ain't gotta tell him i think he knows""]",7.0,1.0,2.0,5.0,7.0,1.0,4.0,0.0,0.0,5.0,0.0
178,Lover,Miss Americana & The Heartbreak Prince,Taylor Swift,,0.662,0.747,11,-6.926,0,0.0736,0.028,0.00615,0.138,0.487,150.088,4,234147,False,B,minor,B minor,"[""you know i adore you i'm crazier for you than i was at 6 lost in a film scene waving homecoming queens marching band playing i'm lost in the lights american glory faded before me now i'm feeling hopeless ripped up my prom dress running through rose thorns i saw the scoreboard and ran for my life ah  pre no cameras catch my pageant smile i counted days i counted miles to see you there to see you there it's been a long time coming but   it's you and me that's my whole world they whisper in the hallway she's a bad bad girl okay the whole school is rolling fake dice you play stupid games you win stupid prizes it's you and me there's nothing like this miss americana and the heartbreak prince okay we're so sad we paint the town blue voted most likely to run away with you   my team is losing battered and bruising i see the high fives between the bad guys leave with my head hung you are the only one who seems to care american stories burning before me i'm feeling helpless the damsels are depressed boys will be boys then where are the wise men darling i'm scared ah  pre  no cameras catch my muffled cries i counted days i counted miles to see you there to see you there and now the storm is coming but   it's you and me that's my whole world they whisper in the hallway she's a bad bad girl okay the whole school is rolling fake dice you play stupid games you win stupid prizes it's you and me there's nothing like this miss americana and the heartbreak prince okay we're so sad we paint the town blue voted most likely to run away with you   and i don't want you to go i don't really wanna fight 'cause nobody's gonna win i think you should come home and i don't want you to go i don't really wanna fight 'cause nobody's gonna win i think you should come home and i don't want you to go i don't really wanna fight 'cause nobody's gonna win just thought you should know and i'll never let you go 'cause i know this is a fight that someday we're gonna win   it's you and me that's my whole world they whisper in the hallway she's a bad bad girl oh i just thought you should know you should know it's you and me there's nothing like this like this miss americana and the heartbreak prince okay we're so sad we paint the town blue paint it blue voted most likely to run away with you  post and i don't want you to go i don't really wanna fight 'cause nobody's gonna win i think you should come home and i'll never let you go 'cause i know this is a fight that someday we're gonna win just thought you should know   it's you and me that's my whole world they whisper in the hallway she's a bad bad girl she's a bad bad girl""]",30.0,3.0,4.0,6.0,4.0,2.0,5.0,1.0,16.0,19.0,13.0
179,Lover,Paper Rings,Taylor Swift,,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,4,222400,False,A,major,A major,"[""the moon is high like your friends were the night that we first met went home and tried to stalk you on the internet now i've read all of the books beside your bed the wine is cold like the shoulder that i gave you in the street cat and mouse for a month or two or three now i wake up in the night and watch you breathe  pre ayy kiss me once 'cause you know i had a long night oh kiss me twice 'cause it's gonna be alright uh three times 'cause i waited my whole life      4   i like shiny things but i'd marry you with paper rings uh huh that's right darling you're the one i want and i hate accidents except when we went from friends to this uh huh that's right darling you're the one i want in paper rings in picture frames in dirty dreams oh you're the one i want   in the winter in the icy outdoor pool when you jumped in first i went in too i'm with you even if it makes me blue which takes me back to the color that we painted your brother's wall honey without all the exes fights and flaws we wouldn't be standing here so tall so  pre ayy kiss you once 'cause i know you had a long night oh kiss you twice 'cause it's gonna be alright uh three times 'cause you waited your whole life      4 ah   i like shiny things but i'd marry you with paper rings uh huh that's right darling you're the one i want and i hate accidents except when we went from friends to this uh huh that's right darling you're the one i want in paper rings in picture frames in dirty dreams oh you're the one i want   i want to drive away with you i want your complications too i want your dreary mondays wrap your arms around me baby boy i want to drive away with you i want your complications too i want your dreary mondays wrap your arms around me baby boy uh huh   i like shiny things but i'd marry you with paper rings ahah that's right you're the one i want i hate accidents except when we went from friends to this ahah darling you're the one i want i like shiny things but i'd marry you with paper rings uh huh that's right darling you're the one i want and i hate accidents except when we went from friends to this uh huh that's right darling you're the one i want in paper rings in picture frames in all my dreams you're the one i want in paper rings in picture frames in all my dreams oh you're the one i want   you're the one i want one i want you're the one i want one i want""]",4.0,0.0,7.0,4.0,0.0,0.0,14.0,4.0,0.0,0.0,4.0
180,Lover,Cornelia Street,Taylor Swift,,0.824,0.624,0,-9.728,1,0.0827,0.781,0.000189,0.1,0.248,102.012,4,287267,False,C,major,C major,"[""we were in the backseat drunk on something stronger than the drinks in the bar i rent\u2005a\u2005place on cornelia\u2005street i say casually in the car we\u2005were a fresh page on the desk filling in the blanks as we go as if the street lights pointed in an arrow head leading us home   and i hope i never lose you hope it never ends i'd never walk cornelia street again that's the kinda heartbreak time could never mend i'd never walk cornelia street again and baby i get mystified by how this city screams your name and baby i'm so terrified of if you ever walk away i'd never walk cornelia street again i'd never walk cornelia street again   windows flung right open autumn air jacket 'round my shoulders is yours we bless the rains on cornelia street memorize the creaks in the floor back when we were card sharks playing games i thought you were leading me on i packed my bags left cornelia street before you even knew i was gone  pre but then you called showed your hand i turned around before i hit the tunnel sat on the roof you and i   i hope i never lose you hope it never ends i'd never walk cornelia street again that's the kinda heartbreak time could never mend i'd never walk cornelia street again and baby i get mystified by how this city screams your name and baby i'm so terrified of if you ever walk away i'd never walk cornelia street again i'd never walk cornelia street again   you hold my hand on the street walk me back to that apartment years ago we were just inside barefoot in the kitchen sacred new beginnings that became my religion listen   i hope i never lose you i'd never walk cornelia street again oh never again and baby i get mystified by how this city screams your name and baby i'm so terrified of if you ever walk away i'd never walk cornelia street again i'd never walk cornelia street again  post i don't wanna lose you hope it never ends i'd never walk cornelia street again i don't wanna lose you yeah   i rent a place on cornelia street i say casually in the car""]",10.0,6.0,0.0,7.0,2.0,6.0,7.0,0.0,1.0,1.0,0.0
182,Lover,London Boy,Taylor Swift,,0.695,0.71,1,-6.639,1,0.05,0.0246,0.000104,0.133,0.557,157.925,4,190240,False,C#,major,C# major,"[""idris elba  james corden we can go driving in on my scooter uh you know just 'round london oh i'd   i love my hometown as much as motown i love socal and you know i love springsteen faded blue jeans tennessee whiskey but something happened i heard him laughing i saw the dimples first and then i heard the accent they say home is where the heart is but that's not where mine lives   you know i love a london boy i enjoy walking camden market in the afternoon he likes my american smile like a child when our eyes meet darling i fancy you took me back to highgate met all of his best mates so i guess all the rumors are true you know i love a london boy boy i fancy you ooh   and now i love high tea stories from uni and the west end you can find me in the pub we are watching rugby with his school friends show me a gray sky a rainy cab ride babes don't threaten me with a good time they say home is where the heart is but god i love the english   you know i love a london boy i enjoy nights in brixton shoreditch in the afternoon he likes my american smile like a child when our eyes meet darling i fancy you took me back to highgate met all of his best mates so i guess all the rumors are true you know i love a london boy boy i fancy you   so please show me hackney doesn't have to be louis v up on bond street just wanna be with you wanna be with you stick with me i'm your queen like a tennessee stella mccartney on the heath just wanna be with you wanna be with you wanna be with you oh   you know i love a london boy i enjoy walking soho drinking in the afternoon yeah he likes my american smile like a child when our eyes meet darling i fancy you you took me back to highgate met all of his best mates so i guess all the rumors are true yeah you know i love a london boy oh boy oh i fancy you i fancy you ooh   so please show me hackney doesn't have to be louis v up on bond street just wanna be with you i i i fancy you oh whoa oh i stick with me i'm your queen like a tennessee stella mccartney on the heath just wanna be with you ooh wanna be with you i fancy you yeah i fancy you oh whoa ah""]",0.0,13.0,24.0,12.0,2.0,14.0,11.0,11.0,0.0,1.0,0.0
184,Lover,False God,Taylor Swift,,0.739,0.32,11,-10.862,0,0.239,0.736,0.000147,0.111,0.351,79.97,4,200307,False,B,minor,B minor,"[""we were crazy to think crazy to think that this could work remember how i said i'd\u2005die\u2005for you we were\u2005stupid to jump in the ocean separating\u2005us remember how id fly to you  pre and i can't talk to you when you're like this staring out the window like im not your favorite town i'm new york city i still do it for you babe they all warned us about times like this they say the road gets hard and you get lost when you're led by blind faith blind faith   but we might just get away with it religion's in your lips even if it's a false god we'd still worship we might just get away with it the altar is my hips even if it's a false god we'd still worship this love wed still worship this love wed still worship this love   i know heaven's a thing i go there when you touch me honey hell is when i fight with you but we can patch it up good make confessions and were begging for forgiveness got the wine for you  pre and you can't talk to me when i'm like this daring you to leave me just so i can try and scare you you're the west village you still do it for me babe they all warned us about times like this they say the road gets hard and you get lost when youre led by blind faith blind faith   but we might just get away with it religion's in your lips even if it's a false god we'd still worship we might just get away with it the altar is my hips even if it's a false god we'd still worship this love we'd still worship this love we'd still worship this love ah   still worship this love even if it's a false god even if it's a false god still worship this love""]",9.0,12.0,7.0,0.0,4.0,11.0,1.0,7.0,0.0,1.0,0.0
185,Lover,You Need To Calm Down,Taylor Swift,,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,4,171360,False,D,major,D major,"[""you are somebody that i don't know but you're takin' shots at me like it's patrón and i'm just like damn it's 7 am say it in the street that's a knockout but you say it in a tweet that's a copout and i'm just like hey are you okay  pre and i ain't tryna mess with your selfexpression but i've learned a lesson that stressin' and obsessin' 'bout somebody else is no fun and snakes and stones never broke my bones   so ohoh ohoh ohoh ohoh ohoh you need to calm down you're being too loud and i'm just like ohoh ohoh ohoh ohoh ohoh oh you need to just stop like can you just not step on my gown you need to calm down   you are somebody that we don't know but you're comin' at my friends like a missile why are you mad when you could be glaad you could be glaad sunshine on the street at the parade but you would rather be in the dark ages makin' that sign must've taken all night  pre you just need to take several seats and then try to restore the peace and control your urges to scream about all the people you hate 'cause shade never made anybody less gay   so ohoh ohoh ohoh ohoh ohoh you need to calm down you're being too loud and i'm just like ohoh ohoh ohoh ohoh ohoh oh you need to just stop like can you just not step on his gown you need to calm down   and we see you over there on the internet comparing all the girls who are killing it but we figured you out we all know now we all got crowns you need to calm down   ohoh ohoh ohoh ohoh ohoh you need to calm down you need to calm down you're being too loud you're being too loud and i'm just like ohoh ohoh ohoh ohoh ohoh oh you need to just stop can you stop like can you just not step on our gowns you need to calm down""]",7.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0
186,Lover,Afterglow,Taylor Swift,,0.756,0.449,9,-8.746,1,0.0344,0.13,0.0,0.114,0.399,111.011,4,223293,False,A,major,A major,"[""i blew things out of proportion now you're blue put you in jail for something you\u2005didnt\u2005do i pinned your\u2005hands behind your back oh thought i\u2005had reason to attack but no  pre  fighting with a true love is boxing with no gloves chemistry 'til it blows up 'til theres no us why'd i have to break what i love so much it's on your face and i'm to blame i need to say   hey it's all me in my head i'm the one who burned us down but it's not what i meant sorry that i hurt you i don't wanna do i dont wanna do this to you ooh i dont wanna lose i don't wanna lose this with you ooh i need to say hey its all me just don't go meet me in the afterglow   it's so excruciating to see you low just wanna lift you up and not let you go this ultraviolet morning light below tells me this love is worth the fight oh  pre  i lived like an island punished you with silence went off like sirens just crying why'd i have to break what i love so much its on your face don't walk away i need to say   hey it's all me in my head i'm the one who burned us down but it's not what i meant i'm sorry that i hurt you i don't wanna do i don't wanna do this to you ooh i don't wanna lose i don't wanna lose this with you ooh i need to say hey it's all me just don't go meet me in the afterglow   tell me that you're still mine tell me that we'll be just fine even when i lose my mind i need to say tell me that it's not my fault tell me that i'm all you want even when i break your heart i need to say   hey it's all me in my head i'm the one who burned us down but it's not what i meant sorry that i hurt you i don't wanna do i don't wanna do this to you ooh i don't wanna lose i don't wanna lose this with you ooh i need to say hey it's all me just don't go meet me in the afterglow""]",19.0,5.0,4.0,0.0,11.0,4.0,0.0,4.0,4.0,4.0,1.0
187,Lover,ME!,Taylor Swift,"Brendon Urie, Panic! At The Disco",0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,4,193000,False,C,major,C major,"[""taylor swift i promise that you'll never find another like me   taylor swift i know that i'm a handful baby uh i know i never think before i jump and you're the kind of guy the ladies want and there's a lot of cool chicks out there i know that i went psycho on the phone i never leave well enough alone and trouble's gonna follow where i go and there's a lot of cool chicks out there  pre taylor swift but one of these things is not like the others like a rainbow with all of the colors baby doll when it comes to a lover i promise that you'll never find another like   taylor swift meee oohoohoohooh i'm the only one of me baby that's the fun of me eeheeheeh oohoohoohooh you're the only one of you baby that's the fun of you and i promise that nobody's gonna love you like meee   brendon urie  taylor swift i know i tend to make it about me i know you never get just what you see but i will never bore you baby and there's a lot of lame guys out there and when we had that fight out in the rain you ran after me and called my name i never wanna see you walk away and there's a lot of lame guys out there  pre taylor swift  brendon urie brendon urie 'cause one of these things is not like the others livin' in winter i am your summer baby doll when it comes to a lover i promise that you'll never find another like   brendon urie taylor swift  brendon urie meee oohoohoohooh i'm the only one of me let me keep you company eeheeheeh oohoohoohooh you're the only one of you baby that's the fun of you and i promise that nobody's gonna love you like meee   brendon urie taylor swift  both girl there ain't no i in team but you know there is a me strike the band up    i promise that you'll never find another like me girl there ain't no i in team but you know there is a me and you can't spell awesome without me i promise that you'll never find another like   both taylor swift  brendon urie meee yeah oohoohoohooh and i want ya baby i'm the only one of me i'm the only one of me baby that's the fun of me baby that's the fun of me eeheeheeh oohoohoohooh oh you're the only one of you oh baby that's the fun of you and i promise that nobody's gonna love you like meee   brendon urie taylor swift  both girl there ain't no i in team oohoohoohooh but you know there is a me i'm the only one of me ohoh baby that's the fun of me eeheeheeh oohoohoohooh strike the band up    you can't spell awesome without me you're the only one of you baby that's the fun of you and i promise that nobody's gonna love you like meee""]",2.0,5.0,15.0,27.0,0.0,12.0,14.0,6.0,0.0,1.0,0.0
189,Lover,Daylight,Taylor Swift,,0.557,0.496,0,-9.602,1,0.0563,0.808,0.000173,0.0772,0.265,149.983,4,293453,False,C,major,C major,"[""my love was as cruel as the cities i lived in everyone looked worse in the light there are so many lines that i've crossed unforgiven i'll tell you the truth but never goodbye   i don't wanna look at anything else now that i saw you i don't wanna think of anything else now that i thought of you i've been sleeping so long in a 0year dark night and now i see daylight i only see daylight   luck of the draw only draws the unlucky and so i became the butt of the joke i wounded the good and i trusted the wicked clearing the air i breathed in the smoke maybe you ran with the wolves and refused to settle down maybe i've stormed out of every single room in this town threw out our cloaks and our daggers because it's morning now it's brighter now now   i don't wanna look at anything else now that i saw you i can never look away i don't wanna think of anything else now that i thought of you things will never be the same i've been sleeping so long in a 0year dark night now i'm wide awake and now i see daylight daylight i only see daylight daylight i only see daylight daylight daylight daylight i only see daylight daylight daylight daylight   and i can still see it all in my mind all of you all of me intertwined i once believed love would be black and white but it's golden golden and i can still see it all in my head back and forth from new york sneaking in your bed i once believed love would be burning red but it's golden like daylight like daylight like daylight daylight   i don't wanna look at anything else now that i saw you i can never look away and i don't wanna think of anything else now that i thought of you things will never be the same i've been sleeping so long in a 0year dark night now i'm wide awake and now i see daylight i see daylight i only see daylight ah i only see daylight daylight daylight daylight i only see daylight daylight daylight daylight ah and i can still see it all i only see daylight daylight daylight daylight and i can still see it all back and forth from new york i only see daylight daylight daylight daylight i once believed love would be burning red   like daylight it's golden like daylight you gotta step into the daylight and let it go just let it go let it go  spoken  i wanna be defined by the things that i love not the things i hate not the things i'm afraid of i'm afraid of or the things that haunt me in the middle of the night i i just think that you are what you love""]",4.0,5.0,5.0,0.0,3.0,5.0,0.0,5.0,4.0,3.0,3.0
244,,Bad Blood (Remix),Taylor Swift,Kendrick Lamar,0.654,0.655,11,-7.388,0,0.106,0.0294,0.0,0.139,0.221,170.16,4,200107,False,B,minor,B minor,"[""taylor swift  kendrick lamar 'cause baby now we've got bad blood you know it used to be mad love uh so take a look what you've done uh cause baby now we've got bad blood uh hey hey   kendrick lamar i can't take it back look where i'm at uh we was og like doc remember that remember that my tlc was quite od id my facts id my now pov of you and me similar iraq i don't hate you but i hate to critique overrate you these beats of a dark heart use basslines to replace you take time and erase you love don't hear no more no i don't fear no more better yet respect ain't quite sincere no more ah  pre taylor swift oh it's so sad to think about the good times you and i   taylor swift  kendrick lamar 'cause baby now we've got bad blood you know it used to be mad love so take a look what you've done 'cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em uh you made a really deep cut uh and baby now we've got bad blood hey hey   kendrick lamar remember when you tried to write me off uhhuh remember when you thought i'd take a loss don't you remember you thought that i would need ya follow procedure remember oh wait you got amnesia it was my season for battle wounds battle scars body bumped bruised stabbed in the back brimstone fire jumping through still all my life i got money and power and you gotta live with the bad blood now  pre taylor swift oh it's so sad to think about the good times you and i   taylor swift 'cause baby now we've got bad blood you know it used to be mad love so take a look what you've done 'cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey   taylor swift  kendrick lamar bandaids don't fix bullet holes you say sorry just for show if you live like that you live with ghosts you forgive you forget but you never let it go bandaids don't fix bullet holes you say sorry just for show if you live like that you live with ghosts uh uh if you love like that blood runs cold   taylor swift 'cause baby now we've got bad blood you know it used to be mad love so take a look what you've done 'cause baby now we've got bad blood hey bad blood now we've got problems and i don't think we can solve 'em think we can solve 'em you made a really deep cut and baby now we've got bad blood hey 'cause baby now we've got bad blood you know it used to be mad love so take a look what you've done look what you've done 'cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey""]",25.0,10.0,7.0,14.0,2.0,8.0,14.0,7.0,18.0,25.0,23.0
245,,Beautiful Ghosts,Taylor Swift,,0.382,0.219,4,-10.068,1,0.0677,0.85,0.0,0.0954,0.222,175.561,3,261053,False,E,major,E major,"[""follow me home if you dare to i wouldn't know where to lead you should i take\u2005chances\u2005when no one\u2005took chances on me so i watch\u2005from the dark wait for my life to start with no beauty in my memory   all that i wanted was to be wanted too young to wander london streets alone and haunted born into nothing at least you have something something to cling to visions of dazzling rooms i'll never get let into and the memories were lost long ago but at least you have beautiful ghosts   perilous night their voices calling a flicker of light before the dawning out here the wild ones are taming the fear within me scared to call them my friends and be broken again is this hope just a mystical dream   all that i wanted was to be wanted too young to wander london streets alone and haunted born into nothing at least you have something something to cling to visions of dazzling rooms i'll never get let into and the memories were lost long ago but at least you have beautiful ghosts   and so maybe my home isn't what i had known what i thought it would be but i feel so alive with these phantoms of night and i know that this life isn't safe but it's wild and it's free   all that i wanted was to be wanted i'll never wander london streets alone and haunted born into nothing with them i have something something to cling to i never knew i'd love this world they've let me into and the memories were lost long ago so i'll dance with these beautiful ghosts and the memories were lost long ago so i'll dance with these beautiful ghosts""]",14.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0
247,,Christmas Tree Farm,Taylor Swift,,0.598,0.68,7,-4.505,1,0.0331,0.06,0.0,0.324,0.437,134.002,4,228027,False,G,major,G major,"[""my winter nights are taken up by static stress and holiday shopping traffic but i close my\u2005eyes\u2005and i'm somewhere\u2005else just like magic   in my heart is\u2005a christmas tree farm where the people would come to dance under sparkling lights bundled up in their mittens and coats and the cider would flow and i just wanna be there tonight  pre sweet dreams of holly and ribbon mistakes are forgiven and everythin' is icy and blue and you would be there too   under the mistletoe watchin' the fire glow and tellin' me i love you just bein' in your arms takes me back to that little farm where every wish comes true   in my heart is a christmas tree farm there's a light in the barn we run inside out from the cold in the town kids are dreamin' of sleighs and they're warm and they're safe they wake to see a blanket of snow  pre sweet dreams of holly and ribbon mistakes are forgiven and everythin' is icy and blue and you would be there too   under the mistletoe watchin' the fire glow and tellin' me i love you just bein' in your arms takes me back to that little farm where every wish comes true baby yeah   and when i'm feelin' alone you remind me of home oh baby baby merry christmas and when the world isn't fair i pretend that we're there baby baby merry christmas to you   under the mistletoe to you watching the fire glow and tellin' me i love you   oh baby baby merry christmas oh baby baby merry christmas darling oh baby baby merry christmas i love you oh baby baby merry christmas oh baby baby merry christmas i just want you to know oh baby baby merry christmas where every wish comes true i love you""]",1.0,8.0,5.0,19.0,0.0,5.0,19.0,5.0,0.0,0.0,0.0
248,,Crazier,Taylor Swift,,0.452,0.544,4,-5.423,1,0.0277,0.0631,5.33e-06,0.104,0.158,133.042,3,191947,False,E,major,E major,"[""i'd never gone with the wind just let it flow let it take me where it wants to go til you open the door there's so much more i'd never seen it before i was trying to fly but i couldn't find wings but you came along and you changed everything   you lift my feet off the ground you spin me around you make me crazier crazier feels like i'm falling and i am lost in your eyes you make me crazier crazier crazier   i've watched from a distance as you made life your own every sky was your own kind of blue and i wanted to know how that would feel and you made it so real you showed me something that i couldn't see you opened my eyes and you made me believe   you lift my feet off the ground you spin me around you make me crazier crazier feels like i'm falling and i am lost in your eyes you make me crazier crazier crazier oh   baby you showed me what living is for i don't want to hide anymore oh oh   you lift my feet off the ground you spin me around you make me crazier crazier feels like i'm falling and i am lost in your eyes you make me crazier crazier crazier crazier crazier""]",4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
249,,Eyes Open,Taylor Swift,,0.598,0.724,7,-7.226,1,0.0344,0.00667,0.00187,0.0839,0.299,137.116,4,244587,False,G,major,G major,"[""everybody's waiting everybody's watching even when you're sleeping keep your eyeyes open   the tricky thing is yesterday we were just children playing soldiers just pretending dreaming dreams with happy endings in backyards winning battles with our wooden swords but now we've stepped into a cruel world where everybody stands and keeps score keep your eyes open   everybody's waiting for you to break down everybody's watching to see the fallout even when you're sleeping sleeping keep your eyeyes open keep your eyeyes open keep your eyeyes open   so here you are two steps ahead and staying on guard every lesson forms a new scar they never thought you'd make it this far but turn around turn around oh they've surrounded you it's a showdown showdown and nobody comes to save you now but you've got something they don't yeah you've got something they don't you've just got to keep your eyes open   everybody's waiting for you to break down everybody's watching to see the fallout even when you're sleeping sleeping keep your eyeyes open keep your eyeyes open keep your eyeyes   keep your feet ready heartbeat steady keep your eyes open keep your aim locked the night goes dark keep your eyes open keep your eyes open keep your eyes open keep your eyes open keep your eyes open   everybody's waiting for you to break down everybody's watching to see the fallout even when you're sleeping sleeping   keep your eyeyes open keep your eyeyes open keep your eyeyes open keep your eyeyes open keep your eyeyes open""]",3.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
251,,Lover (Remix),Taylor Swift,Shawn Mendes,0.448,0.603,7,-7.176,1,0.064,0.433,0.0,0.0862,0.422,205.272,3,221307,False,G,major,G major,"[""taylor swift we could leave the christmas lights up 'til january and this is our place we make\u2005the\u2005rules and there's a\u2005dazzling haze a mysterious way about\u2005you dear have i known you 0 seconds or 0 years   taylor swift can i go where you go can we always be this close forever and ever ah take me out and take me home you're my my my my lover   shawn mendes with taylor swift we could light a bunch of candles and dance around the kitchen baby pictures of when we were young would hang on the wall we would sit on the stoop i'll sing love songs to you when we're eighty see i finally got you now honey i won't let you fall   taylor swift  shawn mendes shawn mendes can i go where you go can we always be this close forever and ever ah take me out and take me home forever and ever you're my my my my lover   taylor swift shawn mendes  both ladies and gentlemen will you please stand with every  string scar on my hand i take this magnetic force of a man to be my lover look in my eyes they will tell you the truth the girl in my story has always been you i'd go down with the titanic it's true for you lover and you'll save all your dirtiest jokes for me and at every table i'll save you a seat lover save you a seat   taylor swift  shawn mendes shawn mendes  taylor swift can i go where you go can i go where you go baby can we always be this close forever and ever ah take me out and take me home forever and ever you're my my my my oh you're my my my my darling you're my my my my lover""]",0.0,1.0,6.0,4.0,1.0,1.0,7.0,6.0,2.0,0.0,0.0
